id_venta,fecha,cliente,producto,cantidad,importe,medio_pago
V-23415,2026-05-27,Hotel Plaza,Servicio de consultoria,16,17955.15,tarjeta
V-23416,2026-05-28,Comercial Andrade,Toner HP,17,18092.16,efectivo
V-23417,2026-05-01,Garcia SA,Servicio mensual,18,18229.17,transferencia
V-23418,2026-05-02,Juan Perez,Cuaderno,19,18366.18,tarjeta
V-23419,2026-05-03,Marta Gomez,Mouse inalambrico,20,18503.19,efectivo
V-23420,2026-05-04,Kiosco El Sol,Servicio de consultoria,1,18640.20,transferencia
V-23421,2026-05-05,Ferreteria Nuñez,Toner HP,2,18777.21,tarjeta
V-23422,2026-05-06,Estudio Contable RyR,Servicio mensual,3,18914.22,efectivo
V-23423,2026-05-07,Bar La Esquina,Cuaderno,4,19051.23,transferencia
V-23424,2026-05-08,Distribuidora Sur,Mouse inalambrico,5,19188.24,tarjeta
V-23425,2026-05-09,Panaderia Ortiz,Servicio de consultoria,6,19325.25,efectivo
V-23426,2026-05-10,Optica Vision,Toner HP,7,19462.26,transferencia
V-23427,2026-05-11,Tech Solutions,Servicio mensual,8,19599.27,tarjeta
V-23428,2026-05-12,Farmacia Central,Cuaderno,9,19736.28,efectivo
V-23429,2026-05-13,Hotel Plaza,Mouse inalambrico,10,19873.29,transferencia
V-23430,2026-05-14,Comercial Andrade,Servicio de consultoria,11,20010.30,tarjeta
V-23431,2026-05-15,Garcia SA,Toner HP,12,20147.31,efectivo
V-23432,2026-05-16,Juan Perez,Servicio mensual,13,20284.32,transferencia
V-23433,2026-05-17,Marta Gomez,Cuaderno,14,20421.33,tarjeta
V-23434,2026-05-18,Kiosco El Sol,Mouse inalambrico,15,20558.34,efectivo
V-23435,2026-05-19,Ferreteria Nuñez,Servicio de consultoria,16,20695.35,transferencia
V-23436,2026-05-20,Estudio Contable RyR,Toner HP,17,20832.36,tarjeta
V-23437,2026-05-21,Bar La Esquina,Servicio mensual,18,20969.37,efectivo
V-23438,2026-05-22,Distribuidora Sur,Cuaderno,19,21106.38,transferencia
V-23439,2026-05-23,Panaderia Ortiz,Mouse inalambrico,20,21243.39,tarjeta
V-23440,2026-05-24,Optica Vision,Servicio de consultoria,1,21380.40,efectivo
V-23441,2026-05-25,Tech Solutions,Toner HP,2,21517.41,transferencia
V-23442,2026-05-26,Farmacia Central,Servicio mensual,3,21654.42,tarjeta
V-23443,2026-05-27,Hotel Plaza,Cuaderno,4,21791.43,efectivo
V-23444,2026-05-28,Comercial Andrade,Mouse inalambrico,5,21928.44,transferencia
V-23445,2026-05-01,Garcia SA,Servicio de consultoria,6,22065.45,tarjeta
V-23446,2026-05-02,Juan Perez,Toner HP,7,22202.46,efectivo
V-23447,2026-05-03,Marta Gomez,Servicio mensual,8,22339.47,transferencia
V-23448,2026-05-04,Kiosco El Sol,Cuaderno,9,22476.48,tarjeta
V-23449,2026-05-05,Ferreteria Nuñez,Mouse inalambrico,10,22613.49,efectivo
V-23450,2026-05-06,Estudio Contable RyR,Servicio de consultoria,11,22750.50,transferencia
V-23451,2026-05-07,Bar La Esquina,Toner HP,12,22887.51,tarjeta
V-23452,2026-05-08,Distribuidora Sur,Servicio mensual,13,23024.52,efectivo
V-23453,2026-05-09,Panaderia Ortiz,Cuaderno,14,23161.53,transferencia
V-23454,2026-05-10,Optica Vision,Mouse inalambrico,15,23298.54,tarjeta
V-23455,2026-05-11,Tech Solutions,Servicio de consultoria,16,23435.55,efectivo
V-23456,2026-05-12,Farmacia Central,Toner HP,17,23572.56,transferencia
V-23457,2026-05-13,Hotel Plaza,Servicio mensual,18,23709.57,tarjeta
V-23458,2026-05-14,Comercial Andrade,Cuaderno,19,23846.58,efectivo
V-23459,2026-05-15,Garcia SA,Mouse inalambrico,20,23983.59,transferencia
V-23460,2026-05-16,Juan Perez,Servicio de consultoria,1,24120.60,tarjeta
V-23461,2026-05-17,Marta Gomez,Toner HP,2,24257.61,efectivo
V-23462,2026-05-18,Kiosco El Sol,Servicio mensual,3,24394.62,transferencia
V-23463,2026-05-19,Ferreteria Nuñez,Cuaderno,4,24531.63,tarjeta
V-23464,2026-05-20,Estudio Contable RyR,Mouse inalambrico,5,24668.64,efectivo
V-23465,2026-05-21,Bar La Esquina,Servicio de consultoria,6,24805.65,transferencia
V-23466,2026-05-22,Distribuidora Sur,Toner HP,7,24942.66,tarjeta
V-23467,2026-05-23,Panaderia Ortiz,Servicio mensual,8,25079.67,efectivo
V-23468,2026-05-24,Optica Vision,Cuaderno,9,25216.68,transferencia
V-23469,2026-05-25,Tech Solutions,Mouse inalambrico,10,25353.69,tarjeta
V-23470,2026-05-26,Farmacia Central,Servicio de consultoria,11,25490.70,efectivo
V-23471,2026-05-27,Hotel Plaza,Toner HP,12,25627.71,transferencia
V-23472,2026-05-28,Comercial Andrade,Servicio mensual,13,25764.72,tarjeta
V-23473,2026-05-01,Garcia SA,Cuaderno,14,25901.73,efectivo
V-23474,2026-05-02,Juan Perez,Mouse inalambrico,15,26038.74,transferencia
V-23475,2026-05-03,Marta Gomez,Servicio de consultoria,16,26175.75,tarjeta
V-23476,2026-05-04,Kiosco El Sol,Toner HP,17,26312.76,efectivo
V-23477,2026-05-05,Ferreteria Nuñez,Servicio mensual,18,26449.77,transferencia
V-23478,2026-05-06,Estudio Contable RyR,Cuaderno,19,26586.78,tarjeta
V-23479,2026-05-07,Bar La Esquina,Mouse inalambrico,20,26723.79,efectivo
V-23480,2026-05-08,Distribuidora Sur,Servicio de consultoria,1,26860.80,transferencia
V-23481,2026-05-09,Panaderia Ortiz,Toner HP,2,26997.81,tarjeta
V-23482,2026-05-10,Optica Vision,Servicio mensual,3,27134.82,efectivo
V-23483,2026-05-11,Tech Solutions,Cuaderno,4,27271.83,transferencia
V-23484,2026-05-12,Farmacia Central,Mouse inalambrico,5,27408.84,tarjeta
V-23485,2026-05-13,Hotel Plaza,Servicio de consultoria,6,27545.85,efectivo
V-23486,2026-05-14,Comercial Andrade,Toner HP,7,27682.86,transferencia
V-23487,2026-05-15,Garcia SA,Servicio mensual,8,27819.87,tarjeta
V-23488,2026-05-16,Juan Perez,Cuaderno,9,27956.88,efectivo
V-23489,2026-05-17,Marta Gomez,Mouse inalambrico,10,28093.89,transferencia
V-23490,2026-05-18,Kiosco El Sol,Servicio de consultoria,11,28230.90,tarjeta
V-23491,2026-05-19,Ferreteria Nuñez,Toner HP,12,28367.91,efectivo
V-23492,2026-05-20,Estudio Contable RyR,Servicio mensual,13,28504.92,transferencia
V-23493,2026-05-21,Bar La Esquina,Cuaderno,14,28641.93,tarjeta
V-23494,2026-05-22,Distribuidora Sur,Mouse inalambrico,15,28778.94,efectivo
V-23495,2026-05-23,Panaderia Ortiz,Servicio de consultoria,16,28915.95,transferencia
V-23496,2026-05-24,Optica Vision,Toner HP,17,29052.96,tarjeta
V-23497,2026-05-25,Tech Solutions,Servicio mensual,18,29189.97,efectivo
V-23498,2026-05-26,Farmacia Central,Cuaderno,19,29326.98,transferencia
V-23499,2026-05-27,Hotel Plaza,Mouse inalambrico,20,29463.99,tarjeta
V-23500,2026-05-28,Comercial Andrade,Servicio de consultoria,1,29600.00,efectivo
V-23501,2026-05-01,Garcia SA,Toner HP,2,29737.01,transferencia
V-23502,2026-05-02,Juan Perez,Servicio mensual,3,29874.02,tarjeta
V-23503,2026-05-03,Marta Gomez,Cuaderno,4,30011.03,efectivo
V-23504,2026-05-04,Kiosco El Sol,Mouse inalambrico,5,30148.04,transferencia
V-23505,2026-05-05,Ferreteria Nuñez,Servicio de consultoria,6,30285.05,tarjeta
V-23506,2026-05-06,Estudio Contable RyR,Toner HP,7,30422.06,efectivo
V-23507,2026-05-07,Bar La Esquina,Servicio mensual,8,30559.07,transferencia
V-23508,2026-05-08,Distribuidora Sur,Cuaderno,9,30696.08,tarjeta
V-23509,2026-05-09,Panaderia Ortiz,Mouse inalambrico,10,30833.09,efectivo
V-23510,2026-05-10,Optica Vision,Servicio de consultoria,11,30970.10,transferencia
V-23511,2026-05-11,Tech Solutions,Toner HP,12,31107.11,tarjeta
V-23512,2026-05-12,Farmacia Central,Servicio mensual,13,31244.12,efectivo
V-23513,2026-05-13,Hotel Plaza,Cuaderno,14,31381.13,transferencia
V-23514,2026-05-14,Comercial Andrade,Mouse inalambrico,15,31518.14,tarjeta
V-23515,2026-05-15,Garcia SA,Servicio de consultoria,16,31655.15,efectivo
V-23516,2026-05-16,Juan Perez,Toner HP,17,31792.16,transferencia
V-23517,2026-05-17,Marta Gomez,Servicio mensual,18,31929.17,tarjeta
V-23518,2026-05-18,Kiosco El Sol,Cuaderno,19,32066.18,efectivo
V-23519,2026-05-19,Ferreteria Nuñez,Mouse inalambrico,20,32203.19,transferencia
V-23520,2026-05-20,Estudio Contable RyR,Servicio de consultoria,1,32340.20,tarjeta
V-23521,2026-05-21,Bar La Esquina,Toner HP,2,32477.21,efectivo
V-23522,2026-05-22,Distribuidora Sur,Servicio mensual,3,32614.22,transferencia
V-23523,2026-05-23,Panaderia Ortiz,Cuaderno,4,32751.23,tarjeta
V-23524,2026-05-24,Optica Vision,Mouse inalambrico,5,32888.24,efectivo
V-23525,2026-05-25,Tech Solutions,Servicio de consultoria,6,33025.25,transferencia
V-23526,2026-05-26,Farmacia Central,Toner HP,7,33162.26,tarjeta
V-23527,2026-05-27,Hotel Plaza,Servicio mensual,8,33299.27,efectivo
V-23528,2026-05-28,Comercial Andrade,Cuaderno,9,33436.28,transferencia
V-23529,2026-05-01,Garcia SA,Mouse inalambrico,10,33573.29,tarjeta
V-23530,2026-05-02,Juan Perez,Servicio de consultoria,11,33710.30,efectivo
V-23531,2026-05-03,Marta Gomez,Toner HP,12,33847.31,transferencia
V-23532,2026-05-04,Kiosco El Sol,Servicio mensual,13,33984.32,tarjeta
V-23533,2026-05-05,Ferreteria Nuñez,Cuaderno,14,34121.33,efectivo
V-23534,2026-05-06,Estudio Contable RyR,Mouse inalambrico,15,34258.34,transferencia
V-23535,2026-05-07,Bar La Esquina,Servicio de consultoria,16,34395.35,tarjeta
V-23536,2026-05-08,Distribuidora Sur,Toner HP,17,34532.36,efectivo
V-23537,2026-05-09,Panaderia Ortiz,Servicio mensual,18,34669.37,transferencia
V-23538,2026-05-10,Optica Vision,Cuaderno,19,34806.38,tarjeta
V-23539,2026-05-11,Tech Solutions,Mouse inalambrico,20,34943.39,efectivo
V-23540,2026-05-12,Farmacia Central,Servicio de consultoria,1,35080.40,transferencia
V-23541,2026-05-13,Hotel Plaza,Toner HP,2,35217.41,tarjeta
V-23542,2026-05-14,Comercial Andrade,Servicio mensual,3,35354.42,efectivo
V-23543,2026-05-15,Garcia SA,Cuaderno,4,35491.43,transferencia
V-23544,2026-05-16,Juan Perez,Mouse inalambrico,5,35628.44,tarjeta
V-23545,2026-05-17,Marta Gomez,Servicio de consultoria,6,35765.45,efectivo
V-23546,2026-05-18,Kiosco El Sol,Toner HP,7,35902.46,transferencia
V-23547,2026-05-19,Ferreteria Nuñez,Servicio mensual,8,36039.47,tarjeta
V-23548,2026-05-20,Estudio Contable RyR,Cuaderno,9,36176.48,efectivo
V-23549,2026-05-21,Bar La Esquina,Mouse inalambrico,10,36313.49,transferencia
V-23550,2026-05-22,Distribuidora Sur,Servicio de consultoria,11,36450.50,tarjeta
V-23551,2026-05-23,Panaderia Ortiz,Toner HP,12,36587.51,efectivo
V-23552,2026-05-24,Optica Vision,Servicio mensual,13,36724.52,transferencia
V-23553,2026-05-25,Tech Solutions,Cuaderno,14,36861.53,tarjeta
V-23554,2026-05-26,Farmacia Central,Mouse inalambrico,15,36998.54,efectivo
V-23555,2026-05-27,Hotel Plaza,Servicio de consultoria,16,37135.55,transferencia
V-23556,2026-05-28,Comercial Andrade,Toner HP,17,37272.56,tarjeta
V-23557,2026-05-01,Garcia SA,Servicio mensual,18,37409.57,efectivo
V-23558,2026-05-02,Juan Perez,Cuaderno,19,37546.58,transferencia
V-23559,2026-05-03,Marta Gomez,Mouse inalambrico,20,37683.59,tarjeta
V-23560,2026-05-04,Kiosco El Sol,Servicio de consultoria,1,37820.60,efectivo
V-23561,2026-05-05,Ferreteria Nuñez,Toner HP,2,37957.61,transferencia
V-23562,2026-05-06,Estudio Contable RyR,Servicio mensual,3,38094.62,tarjeta
V-23563,2026-05-07,Bar La Esquina,Cuaderno,4,38231.63,efectivo
V-23564,2026-05-08,Distribuidora Sur,Mouse inalambrico,5,38368.64,transferencia
V-23565,2026-05-09,Panaderia Ortiz,Servicio de consultoria,6,38505.65,tarjeta
V-23566,2026-05-10,Optica Vision,Toner HP,7,38642.66,efectivo
V-23567,2026-05-11,Tech Solutions,Servicio mensual,8,38779.67,transferencia
V-23568,2026-05-12,Farmacia Central,Cuaderno,9,38916.68,tarjeta
V-23569,2026-05-13,Hotel Plaza,Mouse inalambrico,10,39053.69,efectivo
V-23570,2026-05-14,Comercial Andrade,Servicio de consultoria,11,39190.70,transferencia
V-23571,2026-05-15,Garcia SA,Toner HP,12,39327.71,tarjeta
V-23572,2026-05-16,Juan Perez,Servicio mensual,13,39464.72,efectivo
V-23573,2026-05-17,Marta Gomez,Cuaderno,14,39601.73,transferencia
V-23574,2026-05-18,Kiosco El Sol,Mouse inalambrico,15,39738.74,tarjeta
V-23575,2026-05-19,Ferreteria Nuñez,Servicio de consultoria,16,39875.75,efectivo
V-23576,2026-05-20,Estudio Contable RyR,Toner HP,17,40012.76,transferencia
V-23577,2026-05-21,Bar La Esquina,Servicio mensual,18,40149.77,tarjeta
V-23578,2026-05-22,Distribuidora Sur,Cuaderno,19,40286.78,efectivo
V-23579,2026-05-23,Panaderia Ortiz,Mouse inalambrico,20,40423.79,transferencia
V-23580,2026-05-24,Optica Vision,Servicio de consultoria,1,40560.80,tarjeta
V-23581,2026-05-25,Tech Solutions,Toner HP,2,40697.81,efectivo
V-23582,2026-05-26,Farmacia Central,Servicio mensual,3,40834.82,transferencia
V-23583,2026-05-27,Hotel Plaza,Cuaderno,4,40971.83,tarjeta
V-23584,2026-05-28,Comercial Andrade,Mouse inalambrico,5,41108.84,efectivo
V-23585,2026-05-01,Garcia SA,Servicio de consultoria,6,41245.85,transferencia
V-23586,2026-05-02,Juan Perez,Toner HP,7,41382.86,tarjeta
V-23587,2026-05-03,Marta Gomez,Servicio mensual,8,41519.87,efectivo
V-23588,2026-05-04,Kiosco El Sol,Cuaderno,9,41656.88,transferencia
V-23589,2026-05-05,Ferreteria Nuñez,Mouse inalambrico,10,41793.89,tarjeta
V-23590,2026-05-06,Estudio Contable RyR,Servicio de consultoria,11,41930.90,efectivo
V-23591,2026-05-07,Bar La Esquina,Toner HP,12,42067.91,transferencia
V-23592,2026-05-08,Distribuidora Sur,Servicio mensual,13,42204.92,tarjeta
V-23593,2026-05-09,Panaderia Ortiz,Cuaderno,14,42341.93,efectivo
V-23594,2026-05-10,Optica Vision,Mouse inalambrico,15,42478.94,transferencia
V-23595,2026-05-11,Tech Solutions,Servicio de consultoria,16,42615.95,tarjeta
V-23596,2026-05-12,Farmacia Central,Toner HP,17,42752.96,efectivo
V-23597,2026-05-13,Hotel Plaza,Servicio mensual,18,42889.97,transferencia
V-23598,2026-05-14,Comercial Andrade,Cuaderno,19,43026.98,tarjeta
V-23599,2026-05-15,Garcia SA,Mouse inalambrico,20,43163.99,efectivo
V-23600,2026-05-16,Juan Perez,Servicio de consultoria,1,43300.00,transferencia
V-23601,2026-05-17,Marta Gomez,Toner HP,2,43437.01,tarjeta
V-23602,2026-05-18,Kiosco El Sol,Servicio mensual,3,43574.02,efectivo
V-23603,2026-05-19,Ferreteria Nuñez,Cuaderno,4,43711.03,transferencia
V-23604,2026-05-20,Estudio Contable RyR,Mouse inalambrico,5,43848.04,tarjeta
V-23605,2026-05-21,Bar La Esquina,Servicio de consultoria,6,43985.05,efectivo
V-23606,2026-05-22,Distribuidora Sur,Toner HP,7,44122.06,transferencia
V-23607,2026-05-23,Panaderia Ortiz,Servicio mensual,8,44259.07,tarjeta
V-23608,2026-05-24,Optica Vision,Cuaderno,9,44396.08,efectivo
V-23609,2026-05-25,Tech Solutions,Mouse inalambrico,10,44533.09,transferencia
V-23610,2026-05-26,Farmacia Central,Servicio de consultoria,11,44670.10,tarjeta
V-23611,2026-05-27,Hotel Plaza,Toner HP,12,44807.11,efectivo
V-23612,2026-05-28,Comercial Andrade,Servicio mensual,13,44944.12,transferencia
V-23613,2026-05-01,Garcia SA,Cuaderno,14,45081.13,tarjeta
V-23614,2026-05-02,Juan Perez,Mouse inalambrico,15,45218.14,efectivo
V-23615,2026-05-03,Marta Gomez,Servicio de consultoria,16,45355.15,transferencia
V-23616,2026-05-04,Kiosco El Sol,Toner HP,17,45492.16,tarjeta
V-23617,2026-05-05,Ferreteria Nuñez,Servicio mensual,18,45629.17,efectivo
V-23618,2026-05-06,Estudio Contable RyR,Cuaderno,19,45766.18,transferencia
V-23619,2026-05-07,Bar La Esquina,Mouse inalambrico,20,45903.19,tarjeta
V-23620,2026-05-08,Distribuidora Sur,Servicio de consultoria,1,46040.20,efectivo
V-23621,2026-05-09,Panaderia Ortiz,Toner HP,2,46177.21,transferencia
V-23622,2026-05-10,Optica Vision,Servicio mensual,3,46314.22,tarjeta
V-23623,2026-05-11,Tech Solutions,Cuaderno,4,46451.23,efectivo
V-23624,2026-05-12,Farmacia Central,Mouse inalambrico,5,46588.24,transferencia
V-23625,2026-05-13,Hotel Plaza,Servicio de consultoria,6,46725.25,tarjeta
V-23626,2026-05-14,Comercial Andrade,Toner HP,7,46862.26,efectivo
V-23627,2026-05-15,Garcia SA,Servicio mensual,8,46999.27,transferencia
V-23628,2026-05-16,Juan Perez,Cuaderno,9,47136.28,tarjeta
V-23629,2026-05-17,Marta Gomez,Mouse inalambrico,10,47273.29,efectivo
V-23630,2026-05-18,Kiosco El Sol,Servicio de consultoria,11,47410.30,transferencia
V-23631,2026-05-19,Ferreteria Nuñez,Toner HP,12,47547.31,tarjeta
V-23632,2026-05-20,Estudio Contable RyR,Servicio mensual,13,47684.32,efectivo
V-23633,2026-05-21,Bar La Esquina,Cuaderno,14,47821.33,transferencia
V-23634,2026-05-22,Distribuidora Sur,Mouse inalambrico,15,47958.34,tarjeta
V-23635,2026-05-23,Panaderia Ortiz,Servicio de consultoria,16,48095.35,efectivo
V-23636,2026-05-24,Optica Vision,Toner HP,17,48232.36,transferencia
V-23637,2026-05-25,Tech Solutions,Servicio mensual,18,48369.37,tarjeta
V-23638,2026-05-26,Farmacia Central,Cuaderno,19,48506.38,efectivo
V-23639,2026-05-27,Hotel Plaza,Mouse inalambrico,20,48643.39,transferencia
V-23640,2026-05-28,Comercial Andrade,Servicio de consultoria,1,48780.40,tarjeta
V-23641,2026-05-01,Garcia SA,Toner HP,2,48917.41,efectivo
V-23642,2026-05-02,Juan Perez,Servicio mensual,3,49054.42,transferencia
V-23643,2026-05-03,Marta Gomez,Cuaderno,4,49191.43,tarjeta
V-23644,2026-05-04,Kiosco El Sol,Mouse inalambrico,5,49328.44,efectivo
V-23645,2026-05-05,Ferreteria Nuñez,Servicio de consultoria,6,49465.45,transferencia
V-23646,2026-05-06,Estudio Contable RyR,Toner HP,7,49602.46,tarjeta
V-23647,2026-05-07,Bar La Esquina,Servicio mensual,8,49739.47,efectivo
V-23648,2026-05-08,Distribuidora Sur,Cuaderno,9,49876.48,transferencia
V-23649,2026-05-09,Panaderia Ortiz,Mouse inalambrico,10,50013.49,tarjeta
V-23650,2026-05-10,Optica Vision,Servicio de consultoria,11,150.50,efectivo
V-23651,2026-05-11,Tech Solutions,Toner HP,12,287.51,transferencia
V-23652,2026-05-12,Farmacia Central,Servicio mensual,13,424.52,tarjeta
V-23653,2026-05-13,Hotel Plaza,Cuaderno,14,561.53,efectivo
V-23654,2026-05-14,Comercial Andrade,Mouse inalambrico,15,698.54,transferencia
V-23655,2026-05-15,Garcia SA,Servicio de consultoria,16,835.55,tarjeta
V-23656,2026-05-16,Juan Perez,Toner HP,17,972.56,efectivo
V-23657,2026-05-17,Marta Gomez,Servicio mensual,18,1109.57,transferencia
V-23658,2026-05-18,Kiosco El Sol,Cuaderno,19,1246.58,tarjeta
V-23659,2026-05-19,Ferreteria Nuñez,Mouse inalambrico,20,1383.59,efectivo
V-23660,2026-05-20,Estudio Contable RyR,Servicio de consultoria,1,1520.60,transferencia
V-23661,2026-05-21,Bar La Esquina,Toner HP,2,1657.61,tarjeta
V-23662,2026-05-22,Distribuidora Sur,Servicio mensual,3,1794.62,efectivo
V-23663,2026-05-23,Panaderia Ortiz,Cuaderno,4,1931.63,transferencia
V-23664,2026-05-24,Optica Vision,Mouse inalambrico,5,2068.64,tarjeta
V-23665,2026-05-25,Tech Solutions,Servicio de consultoria,6,2205.65,efectivo
V-23666,2026-05-26,Farmacia Central,Toner HP,7,2342.66,transferencia
V-23667,2026-05-27,Hotel Plaza,Servicio mensual,8,2479.67,tarjeta
V-23668,2026-05-28,Comercial Andrade,Cuaderno,9,2616.68,efectivo
V-23669,2026-05-01,Garcia SA,Mouse inalambrico,10,2753.69,transferencia
V-23670,2026-05-02,Juan Perez,Servicio de consultoria,11,2890.70,tarjeta
V-23671,2026-05-03,Marta Gomez,Toner HP,12,3027.71,efectivo
V-23672,2026-05-04,Kiosco El Sol,Servicio mensual,13,3164.72,transferencia
V-23673,2026-05-05,Ferreteria Nuñez,Cuaderno,14,3301.73,tarjeta
V-23674,2026-05-06,Estudio Contable RyR,Mouse inalambrico,15,3438.74,efectivo
V-23675,2026-05-07,Bar La Esquina,Servicio de consultoria,16,3575.75,transferencia
V-23676,2026-05-08,Distribuidora Sur,Toner HP,17,3712.76,tarjeta
V-23677,2026-05-09,Panaderia Ortiz,Servicio mensual,18,3849.77,efectivo
V-23678,2026-05-10,Optica Vision,Cuaderno,19,3986.78,transferencia
V-23679,2026-05-11,Tech Solutions,Mouse inalambrico,20,4123.79,tarjeta
V-23680,2026-05-12,Farmacia Central,Servicio de consultoria,1,4260.80,efectivo
V-23681,2026-05-13,Hotel Plaza,Toner HP,2,4397.81,transferencia
V-23682,2026-05-14,Comercial Andrade,Servicio mensual,3,4534.82,tarjeta
V-23683,2026-05-15,Garcia SA,Cuaderno,4,4671.83,efectivo
V-23684,2026-05-16,Juan Perez,Mouse inalambrico,5,4808.84,transferencia
V-23685,2026-05-17,Marta Gomez,Servicio de consultoria,6,4945.85,tarjeta
V-23686,2026-05-18,Kiosco El Sol,Toner HP,7,5082.86,efectivo
V-23687,2026-05-19,Ferreteria Nuñez,Servicio mensual,8,5219.87,transferencia
V-23688,2026-05-20,Estudio Contable RyR,Cuaderno,9,5356.88,tarjeta
V-23689,2026-05-21,Bar La Esquina,Mouse inalambrico,10,5493.89,efectivo
V-23690,2026-05-22,Distribuidora Sur,Servicio de consultoria,11,5630.90,transferencia
V-23691,2026-05-23,Panaderia Ortiz,Toner HP,12,5767.91,tarjeta
V-23692,2026-05-24,Optica Vision,Servicio mensual,13,5904.92,efectivo
V-23693,2026-05-25,Tech Solutions,Cuaderno,14,6041.93,transferencia
V-23694,2026-05-26,Farmacia Central,Mouse inalambrico,15,6178.94,tarjeta
V-23695,2026-05-27,Hotel Plaza,Servicio de consultoria,16,6315.95,efectivo
V-23696,2026-05-28,Comercial Andrade,Toner HP,17,6452.96,transferencia
V-23697,2026-05-01,Garcia SA,Servicio mensual,18,6589.97,tarjeta
V-23698,2026-05-02,Juan Perez,Cuaderno,19,6726.98,efectivo
V-23699,2026-05-03,Marta Gomez,Mouse inalambrico,20,6863.99,transferencia
V-23700,2026-05-04,Kiosco El Sol,Servicio de consultoria,1,7000.00,tarjeta
V-23701,2026-05-05,Ferreteria Nuñez,Toner HP,2,7137.01,efectivo
V-23702,2026-05-06,Estudio Contable RyR,Servicio mensual,3,7274.02,transferencia
V-23703,2026-05-07,Bar La Esquina,Cuaderno,4,7411.03,tarjeta
V-23704,2026-05-08,Distribuidora Sur,Mouse inalambrico,5,7548.04,efectivo
V-23705,2026-05-09,Panaderia Ortiz,Servicio de consultoria,6,7685.05,transferencia
V-23706,2026-05-10,Optica Vision,Toner HP,7,7822.06,tarjeta
V-23707,2026-05-11,Tech Solutions,Servicio mensual,8,7959.07,efectivo
V-23708,2026-05-12,Farmacia Central,Cuaderno,9,8096.08,transferencia
V-23709,2026-05-13,Hotel Plaza,Mouse inalambrico,10,8233.09,tarjeta
V-23710,2026-05-14,Comercial Andrade,Servicio de consultoria,11,8370.10,efectivo
V-23711,2026-05-15,Garcia SA,Toner HP,12,8507.11,transferencia
